s.no,helpfulVoteCount,productASIN,productVariant,rating,reviewID,reviewMetadata,reviewPosition,reviewTitle,reviewURL,verifiedPurchase,sentiment_score,Country,City,Membership_Years,,,,,,,,
1567,0,B09Y8TM3LL,Size: 36Color: 2127 Blue,4,R1S7AHH9L3Q4WE,"Reviewed in the United States on January 3, 2025",10,Jeans,https://www.amazon.com/review/R1S7AHH9L3Q4WE,TRUE,0.6,Germany,Frankfurt,3.7,,,,,,,,
1568,0,B0018ON68A,Special Size: Big & TallSize: 50W x 32L Big TallColor: 10ft Over Head,5,RVCU9D2OQ6SP,"Reviewed in the United States on March 3, 2025",1,Wash and wear. Very good quality.,https://www.amazon.com/review/RVCU9D2OQ6SP,TRUE,0.55,Canada,Calgary,1.6,,,,,,,,
1569,0,B0018ON68A,"Special Size: StandardSize: 36W x 34LColor: Black StfHeight: 6'3""Weight: 225-230 lb",5,RVRX9NQLRZZZV,"Reviewed in the United States on February 3, 2025",2,Pants.,https://www.amazon.com/review/RVRX9NQLRZZZV,TRUE,0.3375,UK,Manchester,3.2,,,,,,,,
1570,3,B0018ON68A,Special Size: StandardSize: 36W x 32LColor: Dark Stonewash,5,R2WP5ZJGH2KJSV,"Reviewed in the United States on February 24, 2025",3,Shring to Fit versus Not Shrink to Fit,https://www.amazon.com/review/R2WP5ZJGH2KJSV,TRUE,0.166111111,India,Delhi,0.8,,,,,,,,
1571,0,B0018ON68A,Special Size: StandardSize: 36W x 32LColor: Medium Stonewash,4,RWD7USL43QFZ3,"Reviewed in the United States on February 16, 2025",4,Nice quality jeans but a bit lengthy,https://www.amazon.com/review/RWD7USL43QFZ3,TRUE,0.233673469,USA,Phoenix,0.7,,,,,,,,
1572,0,B0018ON68A,Special Size: StandardSize: 36W x 29LColor: Medium Stonewash,5,R6E2KTCRJ2FBP,"Reviewed in the United States on February 27, 2025",5,Top quality,https://www.amazon.com/review/R6E2KTCRJ2FBP,TRUE,0.446969697,USA,Los Angeles,7.3,,,,,,,,
1573,12,B0018ON68A,"Special Size: Big & TallSize: 40W x 36L Big TallColor: BlackHeight: 6'7""",5,R12D2RHTC0GSFI,"Reviewed in the United States on July 20, 2024",6,Finally Jeans for Tall Men!,https://www.amazon.com/review/R12D2RHTC0GSFI,TRUE,0.363953901,India,Delhi,0.6,,,,,,,,
1574,0,B0018ON68A,"Special Size: StandardSize: 34W x 30LColor: Dark StonewashHeight: 5'10""Weight: 195-200 lb",5,RJL1BF6MBI50B,"Reviewed in the United States on February 15, 2025",7,You just can’t go wrong!,https://www.amazon.com/review/RJL1BF6MBI50B,TRUE,0.32,India,Hyderabad,2,,,,,,,,
1575,314,B0018ON68A,Special Size: StandardSize: 31W x 32LColor: (New) Rigid,3,R1YA5WLWOR9F0Y,"Reviewed in the United States on December 13, 2020",8,Are they Real Levi's...or not? Jeans haul review!,https://www.amazon.com/review/R1YA5WLWOR9F0Y,TRUE,0.064292478,UK,Leeds,1.6,,,,,,,,
1576,0,B0018ON68A,Special Size: StandardSize: 36W x 34LColor: (New) Rigid,5,R2U6QBNT2Q69U8,"Reviewed in the United States on January 9, 2025",9,Pretty Much the Same as Always,https://www.amazon.com/review/R2U6QBNT2Q69U8,TRUE,0.135331335,USA,New York,1,,,,,,,,
1577,0,B0018ON68A,"Special Size: StandardSize: 36W x 34LColor: Modern Black With Black FillHeight: 5'10""Weight: 155-160 lb",4,R2QZWDQJSO2REP,"Reviewed in the United States on March 5, 2025",10,Black pair runs small,https://www.amazon.com/review/R2QZWDQJSO2REP,TRUE,0.116666667,USA,Houston,1.1,,,,,,,,
1578,11,B0CLQ8TV53,,5,RVIU7DOQS86PW,"Reviewed in the United States on July 22, 2024",1,Perfect Fit and Great Style at an Amazing Price!,https://www.amazon.com/review/RVIU7DOQS86PW,TRUE,0.375654253,France,Nice,4.3,,,,,,,,
1579,0,B0CLQ8TV53,"Special Size: StandardSize: 31W x 30LColor: TerraHeight: 5'6""Weight: 150-155 lb",5,RS7CWMVY51AIC,"Reviewed in the United States on January 23, 2025",2,As expected.  Good price,https://www.amazon.com/review/RS7CWMVY51AIC,TRUE,0.333333333,France,Lyon,1.6,,,,,,,,
1580,0,B0CLQ8TV53,"Special Size: StandardSize: 34W x 29LColor: Sig GothicHeight: 5'6""",5,R2AZ03OOC0RM49,"Reviewed in the United States on March 6, 2025",3,Nice jeans,https://www.amazon.com/review/R2AZ03OOC0RM49,TRUE,0.6,USA,Chicago,0.8,,,,,,,,
1581,0,B0CLQ8TV53,"Special Size: Big & TallSize: 50W x 32L Big TallColor: TerraHeight: 6'2""Weight: 380-385 lb",4,RL1RGGCM5C3C6,"Reviewed in the United States on January 2, 2025",4,Great product,https://www.amazon.com/review/RL1RGGCM5C3C6,TRUE,0.483333333,France,Nice,2.2,,,,,,,,
1582,0,B0CLQ8TV53,Special Size: StandardSize: 28W x 32LColor: Terra,5,R3BJAZ8IV0CT4Q,"Reviewed in the United States on January 14, 2025",5,"Great, but did not fit.",https://www.amazon.com/review/R3BJAZ8IV0CT4Q,TRUE,0.25,India,Bangalore,0.7,,,,,,,,
1583,2,B0CLQ8TV53,Special Size: StandardSize: 38W x 29LColor: Terra,5,R2XHVPEC0326IA,"Reviewed in the United States on December 20, 2024",6,WHAT!!!!,https://www.amazon.com/review/R2XHVPEC0326IA,TRUE,0.284259259,USA,Los Angeles,1.9,,,,,,,,
1584,0,B0CLQ8TV53,"Special Size: StandardSize: 36W x 30LColor: Mountain MistHeight: 6'0""Weight: 215-220 lb",5,R31N2G7JM14SRP,"Reviewed in the United States on January 27, 2025",7,The best Jeans,https://www.amazon.com/review/R31N2G7JM14SRP,TRUE,0.359090909,UK,Manchester,1.4,,,,,,,,
1585,0,B0CLQ8TV53,"Special Size: StandardSize: 38W x 32LColor: Sig GothicHeight: 6'1""Weight: 250-255 lb",5,R25UTZ1RWR3IQD,"Reviewed in the United States on December 28, 2024",8,Perfect fitment,https://www.amazon.com/review/R25UTZ1RWR3IQD,TRUE,0.066666667,UK,Leeds,1.4,,,,,,,,
1586,0,B0CLQ8TV53,Special Size: StandardSize: 42W x 34LColor: Sig Gothic,5,R1FMIU14YN5ZIK,"Reviewed in the United States on March 3, 2025",9,Very Comfortable!,https://www.amazon.com/review/R1FMIU14YN5ZIK,TRUE,-0.05,Australia,Adelaide,1,,,,,,,,
1587,0,B0CLQ8TV53,"Special Size: StandardSize: 40W x 32LColor: TerraHeight: 5'5""Weight: 250-255 lb",5,R2DKWFOOTMQVLE,"Reviewed in the United States on March 8, 2025",10,Great,https://www.amazon.com/review/R2DKWFOOTMQVLE,TRUE,0.241666667,USA,New York,2.7,,,,,,,,
1588,0,B0BQHVRH11,"Size: 40Color: Grey2023Height: 5'8""Weight: 325-330 lb",5,R3RXUC1GCT6YOP,"Reviewed in the United States on February 21, 2025",1,Love them,https://www.amazon.com/review/R3RXUC1GCT6YOP,TRUE,0.533333333,USA,New York,0.5,,,,,,,,
1589,0,B0BQHVRH11,"Size: 30Color: Grey2023Height: 5'9""Weight: 160-165 lb",5,R39TDDYDX3AWFV,"Reviewed in the United States on February 27, 2025",2,Not bad at all,https://www.amazon.com/review/R39TDDYDX3AWFV,TRUE,0.130555556,UK,London,3.1,,,,,,,,
1590,0,B0BQHVRH11,"Size: 30Color: Black2023Height: 6'0""Weight: 150-155 lb",4,R1V7N14C58ISGC,"Reviewed in the United States on February 26, 2025",3,Fulfills it purpose,https://www.amazon.com/review/R1V7N14C58ISGC,TRUE,0.357142857,Australia,Melbourne,7.8,,,,,,,,
1591,0,B0BQHVRH11,"Size: 38Color: Grey2023Height: 5'6""Weight: 175-180 lb",5,R24045IFSJRDMT,"Reviewed in the United States on January 14, 2025",4,Great jeans.,https://www.amazon.com/review/R24045IFSJRDMT,TRUE,0.833333333,Japan,Osaka,1.1,,,,,,,,
1592,0,B0BQHVRH11,"Size: 34Color: 2033greenHeight: 5'10""Weight: 185-190 lb",1,R1ASE8DJP6SSZR,"Reviewed in the United States on March 1, 2025",5,Bad design,https://www.amazon.com/review/R1ASE8DJP6SSZR,TRUE,-0.3,Canada,Vancouver,1.2,,,,,,,,
1593,0,B0BQHVRH11,"Size: 36Color: 2023lightblueHeight: 5'4""Weight: 205-210 lb",5,RX0G1XENIFWBB,"Reviewed in the United States on March 6, 2025",6,You just have to know your size,https://www.amazon.com/review/RX0G1XENIFWBB,TRUE,0.6,USA,New York,2.9,,,,,,,,
1594,8,B0BQHVRH11,"Height: 5'8""Weight: 195-200 lb",3,R1OFKN03P9ZF0J,"Reviewed in the United States on April 19, 2024",7,"Wanted to like these, disappointing, returned",https://www.amazon.com/review/R1OFKN03P9ZF0J,TRUE,0.157390873,India,Delhi,1.3,,,,,,,,
1595,0,B0BQHVRH11,"Size: 32Color: Black2023Height: 5'7""Weight: 135-140 lb",5,R3P9P1I1WYDHGI,"Reviewed in the United States on March 4, 2025",8,Nice I guess,https://www.amazon.com/review/R3P9P1I1WYDHGI,TRUE,-0.178571429,USA,Los Angeles,7.2,,,,,,,,
1596,0,B0BQHVRH11,"Size: 28Color: 2023brownHeight: 5'7""Weight: 110-115 lb",4,R325179OPZ9QFX,"Reviewed in the United States on January 28, 2025",9,Perfect for me,https://www.amazon.com/review/R325179OPZ9QFX,TRUE,0.55,UK,Glasgow,1.2,,,,,,,,
1597,0,B0D98NLXK8,Size: 38W x 36LColor: Lawrence,5,R30X0LBR8PZUTS,"Reviewed in the United States on February 25, 2025",1,Great jeans,https://www.amazon.com/review/R30X0LBR8PZUTS,TRUE,0.56,France,Toulouse,2.5,,,,,,,,
1598,0,B0D98NLXK8,"Size: 38W x 30LColor: LawrenceHeight: 5'9""Weight: 245-250 lb",5,R32V24ZJ8Z51X0,"Reviewed in the United States on January 20, 2025",2,Top notch,https://www.amazon.com/review/R32V24ZJ8Z51X0,TRUE,0.675,USA,New York,0.5,,,,,,,,
1599,2,B0D98NLXK8,Size: 29W x 32LColor: Lawrence,5,R3L9RVY8HQQ3OS,"Reviewed in the United States on January 20, 2025",3,"Liked these jeans, good price",https://www.amazon.com/review/R3L9RVY8HQQ3OS,TRUE,0.305833333,UK,Manchester,2.9,,,,,,,,
1600,0,B0D98NLXK8,"Size: 32W x 30LColor: LawrenceHeight: 5'7""Weight: 165-170 lb",4,RCITLTPKB4PK2,"Reviewed in the United States on January 27, 2025",4,Love the look and the fit,https://www.amazon.com/review/RCITLTPKB4PK2,TRUE,0.146153846,UK,Birmingham,4.9,,,,,,,,
1601,0,B0D98NLXK8,"Size: 34W x 30LColor: LawrenceHeight: 5'3""Weight: 180-185 lb",5,RFB9YTZ7UKORL,"Reviewed in the United States on February 18, 2025",5,Just got what I expected,https://www.amazon.com/review/RFB9YTZ7UKORL,TRUE,0.2,India,Bangalore,2.1,,,,,,,,
1602,0,B0D98NLXK8,Size: 42W x 29LColor: Lawrence,5,R7REVPA3V5PXB,"Reviewed in the United States on January 30, 2025",6,Great jeans at a good cost.,https://www.amazon.com/review/R7REVPA3V5PXB,TRUE,0.533333333,Canada,Ottawa,7.8,,,,,,,,
1603,2,B0D98NLXK8,Size: 32W x 30LColor: Jones,3,R310P2LDH6KJPQ,"Reviewed in the United States on January 27, 2025",7,"Happy with the quality of the material, unsatisfied with the fit.",https://www.amazon.com/review/R310P2LDH6KJPQ,TRUE,0.204195804,India,Chennai,2.3,,,,,,,,
1604,0,B0D98NLXK8,Size: 38W x 29LColor: Lawrence,5,RQVP9SGBSIHCO,"Reviewed in the United States on February 16, 2025",8,"Good value, well made",https://www.amazon.com/review/RQVP9SGBSIHCO,TRUE,0.525,USA,Phoenix,2.1,,,,,,,,
1605,0,B0D98NLXK8,Size: 36W x 30LColor: Lawrence,5,R2H6QH4X5G39UW,"Reviewed in the United States on March 4, 2025",9,Good sizing.,https://www.amazon.com/review/R2H6QH4X5G39UW,TRUE,0.233333333,Canada,Ottawa,1.8,,,,,,,,
1606,0,B0D98NLXK8,"Size: 33W x 30LColor: LawrenceHeight: 5'8""Weight: 195-200 lb",5,R3SII05DPI9YXF,"Reviewed in the United States on February 3, 2025",10,Incredible fit,https://www.amazon.com/review/R3SII05DPI9YXF,TRUE,0.241941392,Germany,Hamburg,1,,,,,,,,
1607,0,B07H12JDN6,"Size: 38W x 34LColor: MaverickHeight: 6'1""Weight: 210-215 lb",5,R3NAZ1NPDZIEMC,"Reviewed in the United States on February 24, 2025",1,Great comfort.,https://www.amazon.com/review/R3NAZ1NPDZIEMC,TRUE,0.54,USA,Chicago,5.4,,,,,,,,
1608,0,B07H12JDN6,"Size: 34W x 30LColor: Fly PostHeight: 5'10""Weight: 200-205 lb",5,R2Q5MZ8KJ671W6,"Reviewed in the United States on February 17, 2025",2,Great fitting boot jeans!,https://www.amazon.com/review/R2Q5MZ8KJ671W6,TRUE,0.406666667,Australia,Adelaide,2.7,,,,,,,,
1609,0,B07H12JDN6,"Size: 30W x 30LColor: MaverickHeight: 5'10""Weight: 180-185 lb",5,R1PURKHRTLQTCY,"Reviewed in the United States on December 19, 2024",3,Comfortable and fit true,https://www.amazon.com/review/R1PURKHRTLQTCY,TRUE,0.7,Australia,Perth,4.4,,,,,,,,
1610,8,B07H12JDN6,"Size: 40W x 32LColor: MaverickHeight: 6'2""Weight: 350-355 lb",5,R3F6GUOVIA2D4A,"Reviewed in the United States on August 23, 2024",4,Favorite jeans I’ve found.,https://www.amazon.com/review/R3F6GUOVIA2D4A,TRUE,0.355,Germany,Cologne,5.4,,,,,,,,
1611,0,B07H12JDN6,Size: 32W x 34LColor: Maverick,5,R16J6LXFX4X5RA,"Reviewed in the United States on January 7, 2025",5,Very comfortable!,https://www.amazon.com/review/R16J6LXFX4X5RA,TRUE,0.583333333,Canada,Calgary,1.9,,,,,,,,
1612,0,B07H12JDN6,"Size: 40W x 34LColor: CruzHeight: 6'4""Weight: 270-275 lb",5,RNGRCX75ZUPFW,"Reviewed in the United States on February 7, 2025",6,Liked better,https://www.amazon.com/review/RNGRCX75ZUPFW,TRUE,0.58,Germany,Hamburg,3.1,,,,,,,,
1613,0,B07H12JDN6,"Size: 36W x 34LColor: CruzHeight: 6'3""Weight: 225-230 lb",5,R2XFKV8F5XDWMS,"Reviewed in the United States on March 8, 2025",7,Perfect fitting Jeans,https://www.amazon.com/review/R2XFKV8F5XDWMS,TRUE,0.378571429,USA,Los Angeles,1.5,,,,,,,,
1614,0,B07H12JDN6,"Size: 34W x 34LColor: Fly PostHeight: 6'4""Weight: 235-240 lb",5,RO2Z8ANIM1EY4,"Reviewed in the United States on February 15, 2025",8,Stupid Comfy!!!,https://www.amazon.com/review/RO2Z8ANIM1EY4,TRUE,0.14,USA,Phoenix,2,,,,,,,,
1615,0,B07H12JDN6,Size: 40W x 32LColor: Cruz,5,R9E6VZMR8V29V,"Reviewed in the United States on March 8, 2025",9,"Great quality,  comfy and attractive!",https://www.amazon.com/review/R9E6VZMR8V29V,TRUE,0.115,Canada,Ottawa,0.9,,,,,,,,
1616,0,B07H12JDN6,Size: 36W x 32LColor: Maverick,5,RZO3L0WWNARZB,"Reviewed in the United States on January 22, 2025",10,My favorite jeans.,https://www.amazon.com/review/RZO3L0WWNARZB,TRUE,0.277083333,UK,Glasgow,0.5,,,,,,,,
1617,0,B0CBL2WWBG,"Size: 42W x 34LColor: HeroHeight: 6'6""Weight: 245-250 lb",5,RA5GPKPJS96SW,"Reviewed in the United States on March 2, 2025",1,One of my fav jeans !,https://www.amazon.com/review/RA5GPKPJS96SW,TRUE,0.047812188,UK,London,3.3,,,,,,,,
1618,0,B0CBL2WWBG,Size: 36W x 34LColor: Shade,5,R2NTVB39KIU3LA,"Reviewed in the United States on January 18, 2025",2,nice pair of jeans,https://www.amazon.com/review/R2NTVB39KIU3LA,TRUE,0.35,USA,Chicago,1.6,,,,,,,,
1619,0,B0CBL2WWBG,Size: 36W x 30LColor: Henderson,4,R17RW7N0WMB6VD,"Reviewed in the United States on January 8, 2025",3,Fit is solid and right on.  Color is nice.,https://www.amazon.com/review/R17RW7N0WMB6VD,TRUE,-0.5,USA,Houston,3.4,,,,,,,,
1620,0,B0CBL2WWBG,Size: 32W x 29LColor: Solo,5,R1JCEL6ILMGOUP,"Reviewed in the United States on February 18, 2025",4,"Value, quality, availability",https://www.amazon.com/review/R1JCEL6ILMGOUP,TRUE,0.30625,Japan,Kyoto,3.8,,,,,,,,
1621,0,B0CBL2WWBG,Size: 33W x 30LColor: Henderson,5,R22CJ0WBNTW19,"Reviewed in the United States on January 17, 2025",5,Jeans that fit,https://www.amazon.com/review/R22CJ0WBNTW19,TRUE,0.325,India,Chennai,1.4,,,,,,,,
1622,0,B0CBL2WWBG,"Size: 38W x 30LColor: ShadeHeight: 5'11""Weight: 185-190 lb",5,R3U299WO6OF99S,"Reviewed in the United States on March 2, 2025",6,Excellent Jeans,https://www.amazon.com/review/R3U299WO6OF99S,TRUE,0.5,USA,Houston,5.8,,,,,,,,
1623,0,B0CBL2WWBG,Size: 31W x 34LColor: Anderson,5,R1WH1CXCBQH51K,"Reviewed in the United States on February 7, 2025",7,I like it,https://www.amazon.com/review/R1WH1CXCBQH51K,TRUE,0.225,USA,Chicago,2.9,,,,,,,,
1624,0,B0CBL2WWBG,Size: 34W x 30LColor: Dayton,3,R2TE03LJZVNE7C,"Reviewed in the United States on February 11, 2025",8,"Beware straight leg, run small",https://www.amazon.com/review/R2TE03LJZVNE7C,TRUE,0.044285714,USA,Chicago,0.6,,,,,,,,
1625,0,B0CBL2WWBG,"Size: 38W x 32LColor: DaytonHeight: 5'11""Weight: 240-245 lb",4,R2KRNEVYTJOR4Z,"Reviewed in the United States on March 4, 2025",9,Excelente producto,https://www.amazon.com/review/R2KRNEVYTJOR4Z,TRUE,0,Australia,Perth,2.1,,,,,,,,
1626,0,B0CBL2WWBG,Size: 34W x 30LColor: Hero,5,R3KF4W2N1HDQV3,"Reviewed in the United States on February 17, 2025",10,True Legendary Cut,https://www.amazon.com/review/R3KF4W2N1HDQV3,TRUE,0.410416667,USA,Los Angeles,2.6,,,,,,,,
1627,0,B098QPTCF8,"Size: 36Color: C#black RippedHeight: 5'6""Weight: 130-135 lb",5,R3VGP68GDQ4CDX,"Reviewed in the United States on February 14, 2025",1,Good slim fit,https://www.amazon.com/review/R3VGP68GDQ4CDX,TRUE,0.37,Japan,Nagoya,0.6,,,,,,,,
1628,0,B098QPTCF8,"Size: 42Color: B#dark BlueHeight: 6'2""Weight: 250-255 lb",5,RWNXR7HYI1RI4,"Reviewed in the United States on November 5, 2024",2,My favorite pair of jeans,https://www.amazon.com/review/RWNXR7HYI1RI4,TRUE,0.378571429,USA,New York,1.8,,,,,,,,
1629,2,B098QPTCF8,Size: 32Color: C#coffe 8,5,R3NEAZ2K3XZD5I,"Reviewed in the United States on November 13, 2024",3,The color is true and nice pair of jeans,https://www.amazon.com/review/R3NEAZ2K3XZD5I,TRUE,-0.1125,Canada,Toronto,2.9,,,,,,,,
1630,0,B098QPTCF8,"Size: 38Color: B#dark BlueHeight: 6'2""Weight: 210-215 lb",4,R1BN1IL8QIM9GO,"Reviewed in the United States on February 24, 2025",4,"Pretty skinny, but they look pretty dope",https://www.amazon.com/review/R1BN1IL8QIM9GO,TRUE,0.053138528,Japan,Osaka,0.6,,,,,,,,
1631,0,B098QPTCF8,"Size: 34Color: D#ripped BlackpedHeight: 5'9""Weight: 170-175 lb",5,R1N8HBGWRPW5D,"Reviewed in the United States on February 8, 2025",5,These fit perfectly,https://www.amazon.com/review/R1N8HBGWRPW5D,TRUE,0.228571429,USA,Los Angeles,0.7,,,,,,,,
1632,0,B098QPTCF8,Size: 46Color: B#dark Blue,5,R3M6N28S3DCTA8,"Reviewed in the United States on February 19, 2025",6,The price is reasonable and I hope it stays that way,https://www.amazon.com/review/R3M6N28S3DCTA8,TRUE,0.566666667,USA,Houston,3.4,,,,,,,,
1633,0,B098QPTCF8,"Size: 34Color: D#ripped BlackpedHeight: 5'8""Weight: 180-185 lb",3,R1WNY3D4Z87Q2C,"Reviewed in the United States on February 22, 2025",7,It’s a decent product,https://www.amazon.com/review/R1WNY3D4Z87Q2C,TRUE,0.4,Canada,Calgary,2.2,,,,,,,,
1634,0,B098QPTCF8,"Size: 40Color: D#blueHeight: 5'9""Weight: 205-210 lb",5,R2LTHE7LWK9Z4M,"Reviewed in the United States on March 8, 2025",8,Love it,https://www.amazon.com/review/R2LTHE7LWK9Z4M,TRUE,0.5,France,Lyon,3.3,,,,,,,,
1635,0,B098QPTCF8,"Size: 34Color: C#redHeight: 6'0""Weight: 175-180 lb",4,R3M94O5IJRB1G4,"Reviewed in the United States on February 23, 2025",9,Stretchy good quality,https://www.amazon.com/review/R3M94O5IJRB1G4,TRUE,0.1,Germany,Frankfurt,1.1,,,,,,,,
1636,0,B098QPTCF8,"Size: 32Color: B#dark BlueHeight: 5'6""",5,R1SESU4LOMWZBZ,"Reviewed in the United States on March 6, 2025",10,Good,https://www.amazon.com/review/R1SESU4LOMWZBZ,TRUE,0.6,Canada,Vancouver,0.8,,,,,,,,
1637,0,B09GK5CYD7,Size: 38W x 30LColor: On PointWeight: 230-235 lb,5,RJYT2S1BO5CPE,"Reviewed in the United States on February 17, 2025",1,These are amazing,https://www.amazon.com/review/RJYT2S1BO5CPE,TRUE,0.55,UK,Leeds,4.3,,,,,,,,
1638,5,B09GK5CYD7,"Size: 42W x 32LColor: SaluteHeight: 6'0""Weight: 265-270 lb",5,R1BK251S21RO0W,"Reviewed in the United States on November 15, 2024",2,Very nice,https://www.amazon.com/review/R1BK251S21RO0W,TRUE,0.298571429,France,Paris,1.3,,,,,,,,
1639,0,B09GK5CYD7,"Size: 36W x 32LColor: HazeHeight: 6'3""Weight: 165-170 lb",5,RQDKGZPPQ502Z,"Reviewed in the United States on January 22, 2025",3,Style of jeans,https://www.amazon.com/review/RQDKGZPPQ502Z,TRUE,0.625,USA,Houston,2.4,,,,,,,,
1640,0,B09GK5CYD7,"Size: 32W x 32LColor: HypeHeight: 6'0""Weight: 185-190 lb",5,RB2W4E05J0QRC,"Reviewed in the United States on January 23, 2025",4,Incredible for the price,https://www.amazon.com/review/RB2W4E05J0QRC,TRUE,0.125,USA,New York,0.5,,,,,,,,
1641,0,B09GK5CYD7,"Size: 30W x 32LColor: Fade OutHeight: 5'11""Weight: 145-150 lb",4,R1FLMH8OVJRJJR,"Reviewed in the United States on March 20, 2024",5,Comfortable,https://www.amazon.com/review/R1FLMH8OVJRJJR,TRUE,0.416666667,France,Marseille,2.4,,,,,,,,
1642,0,B09GK5CYD7,"Size: 34W x 32LColor: On PointHeight: 5'11""Weight: 205-210 lb",5,RME4XVYC8VZGJ,"Reviewed in the United States on February 21, 2025",6,Good brand,https://www.amazon.com/review/RME4XVYC8VZGJ,TRUE,0.45,USA,Phoenix,2.3,,,,,,,,
1643,0,B09GK5CYD7,"Size: 38W x 32LColor: On PointHeight: 5'11""Weight: 245-250 lb",5,R1V247CR9WMEYU,"Reviewed in the United States on February 26, 2025",7,Love the look,https://www.amazon.com/review/R1V247CR9WMEYU,TRUE,0.5,USA,Phoenix,6.2,,,,,,,,
1644,0,B09GK5CYD7,Size: 38W x 34LColor: Haze,5,RBDQ8GRI5SUZD,"Reviewed in the United States on February 23, 2025",8,Great deal,https://www.amazon.com/review/RBDQ8GRI5SUZD,TRUE,-0.09375,Australia,Perth,5.4,,,,,,,,
1645,0,B09GK5CYD7,"Height: 6'2""Weight: 180-185 lb",5,R25U9SW2HTNA8R,"Reviewed in the United States on March 4, 2025",9,Really nice,https://www.amazon.com/review/R25U9SW2HTNA8R,TRUE,0.3,France,Paris,2.3,,,,,,,,
1646,0,B09GK5CYD7,"Size: 38W x 32LColor: On PointHeight: 5'11""Weight: 210-215 lb",5,R1LEAHOYO972WS,"Reviewed in the United States on March 4, 2025",10,Great product,https://www.amazon.com/review/R1LEAHOYO972WS,TRUE,0.36,Germany,Frankfurt,2.1,,,,,,,,
1647,0,B0C9CPWWR1,"Size: 30Color: 30011 BlueHeight: 5'10""Weight: 145-150 lb",5,R2AZ4SXBMPTXOR,"Reviewed in the United States on March 6, 2025",1,Fit perfect,https://www.amazon.com/review/R2AZ4SXBMPTXOR,TRUE,0.5,Germany,Hamburg,0.5,,,,,,,,
1648,0,B0C9CPWWR1,"Size: 38Color: 30011 BlueHeight: 6'0""Weight: 225-230 lb",5,R18WZ0ONGZFJ3D,"Reviewed in the United States on January 7, 2025",2,Surprisingly well made.,https://www.amazon.com/review/R18WZ0ONGZFJ3D,TRUE,0.4,Germany,Berlin,9,,,,,,,,
1649,0,B0C9CPWWR1,"Size: 36Color: 30015 BlackHeight: 5'4""Weight: 155-160 lb",5,REOSOZRC248E0,"Reviewed in the United States on February 10, 2025",3,The jeans fit good and looked good,https://www.amazon.com/review/REOSOZRC248E0,TRUE,0.7,France,Marseille,3.1,,,,,,,,
1650,0,B0C9CPWWR1,"Size: 30Color: 30015 BlackHeight: 5'7""Weight: 155-160 lb",4,R1Y4FNU7PJ2HRJ,"Reviewed in the United States on December 16, 2024",4,Durable and comfortable,https://www.amazon.com/review/R1Y4FNU7PJ2HRJ,TRUE,0.316666667,USA,Los Angeles,3.9,,,,,,,,
1651,0,B0C9CPWWR1,Size: 32Color: 30037 Blue,5,R30RJECJ8E6VUV,"Reviewed in the United States on March 1, 2025",5,Great Jean,https://www.amazon.com/review/R30RJECJ8E6VUV,TRUE,0.75,Australia,Adelaide,3,,,,,,,,
1652,0,B0C9CPWWR1,Size: 38Color: 30038 BlueWeight: 135-140 lb,1,RDKAZ2USLAAJB,"Reviewed in the United States on February 9, 2025",6,Pants,https://www.amazon.com/review/RDKAZ2USLAAJB,TRUE,0.175,USA,Houston,1.3,,,,,,,,
1653,0,B0C9CPWWR1,Size: 38Color: 30011 Blue,3,R1GHR197U0GV3U,"Reviewed in the United States on August 1, 2024",7,Tight fit,https://www.amazon.com/review/R1GHR197U0GV3U,TRUE,0.054166667,UK,Leeds,2.5,,,,,,,,
1654,2,B0C9CPWWR1,"Size: 30Color: 30027 BlueHeight: 5'4""Weight: 125-130 lb",5,R1PRYHPWT26G5O,"Reviewed in the United States on January 4, 2025",8,Great jeans!,https://www.amazon.com/review/R1PRYHPWT26G5O,TRUE,0.675,Canada,Calgary,4.1,,,,,,,,
1655,0,B0C9CPWWR1,Size: 34Color: 30016 Blue,5,R3EOSS8QELM47I,"Reviewed in the United States on March 4, 2025",9,Real Jeans,https://www.amazon.com/review/R3EOSS8QELM47I,TRUE,0.225,Australia,Adelaide,2.3,,,,,,,,
1656,0,B07BHKQ8SM,Size: 33W x 34LColor: Fella,5,RZPZ7FW2X2UWR,"Reviewed in the United States on October 25, 2024",1,The Ultimate Pants for Those Who Love Comfort and Style,https://www.amazon.com/review/RZPZ7FW2X2UWR,TRUE,0.105731922,UK,Leeds,2.1,,,,,,,,
1657,0,B098KXZG2Z,"Height: 6'5""Weight: 220-225 lb",5,RQ8M34ULUMCR5,"Reviewed in the United States on December 30, 2024",1,Perfect Fit and Great Quality!,https://www.amazon.com/review/RQ8M34ULUMCR5,TRUE,0.361841991,Canada,Montreal,2.5,,,,,,,,
1658,0,B098KXZG2Z,Size: 35W x 32LColor: Indy,5,R2HH6BA67573ZU,"Reviewed in the United States on March 1, 2025",2,Very good quality and fit,https://www.amazon.com/review/R2HH6BA67573ZU,TRUE,0.298333333,Australia,Perth,5.8,,,,,,,,
1659,0,B098KXZG2Z,Size: 32W x 30LColor: Indy,5,R1335XWSD0P8F9,"Reviewed in the United States on February 16, 2025",3,Definitely NOT Dad Jeans but not WOKE jeans either,https://www.amazon.com/review/R1335XWSD0P8F9,TRUE,0.251111111,Japan,Yokohama,2.1,,,,,,,,
